source,target,relation,isKeyline
Domain_dd881687c5001e7c8af1d9ee76844dd1cdc369c2537979e8210d20fcea2ec00a,IP_e96972c4156cd78a15edf7dcb5337c42431d2942ec1ea1e129c3310a695df0ec,r_dns_a,0
Domain_dd881687c5001e7c8af1d9ee76844dd1cdc369c2537979e8210d20fcea2ec00a,Domain_71a789b0848442be0f13b3f6ec1891b3a3dd81ff93cf85571bdab434170af2ce,r_subdomain,0
Domain_dd881687c5001e7c8af1d9ee76844dd1cdc369c2537979e8210d20fcea2ec00a,Whois_Name_c8b8f7928d919ef75276fc12a3f3df5283988d9ff1da465703d08f1f5c8a085e,r_whois_name,1
Domain_dd881687c5001e7c8af1d9ee76844dd1cdc369c2537979e8210d20fcea2ec00a,Whois_Email_d802af2b3db1b9f37c4544830997d452252c9ed924089c610a1e79c17c8cdcf3,r_whois_email,1
Domain_93a096e01f1970a880c4aa213742572e97b08a3e41bcfda3be6eaa5b385e5a78,IP_e96972c4156cd78a15edf7dcb5337c42431d2942ec1ea1e129c3310a695df0ec,r_dns_a,0
Domain_93a096e01f1970a880c4aa213742572e97b08a3e41bcfda3be6eaa5b385e5a78,Domain_f0ff9218d4b8ffc524635736ca3e5302b46a5be21ca0e2ff48d9ab5cfa2b66ec,r_subdomain,0
Domain_93a096e01f1970a880c4aa213742572e97b08a3e41bcfda3be6eaa5b385e5a78,Whois_Name_c8b8f7928d919ef75276fc12a3f3df5283988d9ff1da465703d08f1f5c8a085e,r_whois_name,1
Domain_93a096e01f1970a880c4aa213742572e97b08a3e41bcfda3be6eaa5b385e5a78,Whois_Email_d802af2b3db1b9f37c4544830997d452252c9ed924089c610a1e79c17c8cdcf3,r_whois_email,1
Domain_71f91888b89a85bcc2bf93c49b51acb50efa1464d547048e6d2c73168a0710e9,IP_e96972c4156cd78a15edf7dcb5337c42431d2942ec1ea1e129c3310a695df0ec,r_dns_a,0
Domain_71f91888b89a85bcc2bf93c49b51acb50efa1464d547048e6d2c73168a0710e9,Domain_47319bfb98c320856c783ef3bb920d24d6179e6b0b65e994a5540a0b8fcf33f9,r_subdomain,0
