source,target,relation,isKeyline
Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,r_subdomain,0
Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,Whois_Name_f60987f4b09719f245531d3d7ff07fca3801827378fade2e7e7ae54f769c18e9,r_whois_name,0
Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,Whois_Email_72cceabb9eee6803eaed8f7daa8ca403afcc491e457e9f0a68a22fd75098e20c,r_whois_email,0
Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,Whois_Phone_94e122e5cb723fecec23c9c1747b5eaef65471f3a54d61a98aa00d218ca05ece,r_whois_phone,0
Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,Whois_Phone_8bf2f2c901a2ca39607935c1c4ca65685caa287feb93bb607ac0012793b37ca5,r_whois_phone,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Domain_4e1add55e97e79c460f43466801e18df214f9a1dd88259fb6fa8bf7c39aeeb63,r_subdomain,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,IP_21ce145cae6730a99300bf677b83bbe430cc0ec957047172e73659372f0031b8,r_dns_a,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Domain_9b782d5e1bfb396464c1f38ab452c684e9c725ed147a19a21eec06f3e47fed1d,r_cname,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Domain_d435ce803df6c79546c4f41eef430054d33aaf8dd3a40940ae4ac03dd232cf9a,r_cname,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Domain_0d00ce77a37ed837befdfc1724da07954d24eb6543b415f74c56382af0b5ed20,r_cname,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Domain_9c5b18b19c13d7df75e7f8a28346bea108e04a889b9ac381ff3df31df3692561,r_cname,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Whois_Name_f60987f4b09719f245531d3d7ff07fca3801827378fade2e7e7ae54f769c18e9,r_whois_name,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Whois_Email_72cceabb9eee6803eaed8f7daa8ca403afcc491e457e9f0a68a22fd75098e20c,r_whois_email,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Whois_Phone_94e122e5cb723fecec23c9c1747b5eaef65471f3a54d61a98aa00d218ca05ece,r_whois_phone,0
Domain_587da0bac152713947db682a5443ef639e35f77a3b59e246e8a07c5eccae67e5,Whois_Phone_8bf2f2c901a2ca39607935c1c4ca65685caa287feb93bb607ac0012793b37ca5,r_whois_phone,0
Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,Domain_30bb11eee1161e0518042349fbb1dfcf050580c38f2b2bddbc2bf64c2c473948,r_subdomain,0
Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,Whois_Phone_fd0a3f6712ff520edae7e554cb6dfb4bdd2af1e4a97a39ed9357b31b6888b4af,r_whois_phone,0
Domain_520f9f36dd8505257c454b5cb4ef130e90bb10e15b56275cf82c2a245af71854,Domain_e62ec11cc4407d13ed49e20221e1b2fac9d6f05e9a51a719ffc9cfb338d43ec1,r_subdomain,0
Domain_520f9f36dd8505257c454b5cb4ef130e90bb10e15b56275cf82c2a245af71854,Whois_Phone_fd0a3f6712ff520edae7e554cb6dfb4bdd2af1e4a97a39ed9357b31b6888b4af,r_whois_phone,0
Domain_e62ec11cc4407d13ed49e20221e1b2fac9d6f05e9a51a719ffc9cfb338d43ec1,Domain_520f9f36dd8505257c454b5cb4ef130e90bb10e15b56275cf82c2a245af71854,r_subdomain,0
Domain_e62ec11cc4407d13ed49e20221e1b2fac9d6f05e9a51a719ffc9cfb338d43ec1,Whois_Phone_fd0a3f6712ff520edae7e554cb6dfb4bdd2af1e4a97a39ed9357b31b6888b4af,r_whois_phone,0
Domain_e4e72d468dada0d661d0e82dbb9b88237c1355d92a04b9da6754007e76b571e4,Domain_55110c5cdb9b66b9653cb2dd8b4528a65aa84c258feb08efeefe750ffb20e7b0,r_subdomain,0
Domain_e4e72d468dada0d661d0e82dbb9b88237c1355d92a04b9da6754007e76b571e4,Whois_Phone_fd0a3f6712ff520edae7e554cb6dfb4bdd2af1e4a97a39ed9357b31b6888b4af,r_whois_phone,0
Domain_30bb11eee1161e0518042349fbb1dfcf050580c38f2b2bddbc2bf64c2c473948,Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,r_subdomain,0
