source,target,relation,isKeyline
Domain_23e6311fe77063dbb5f7b02f6e42efedefc0f0cce281a410b16083d8e368a471,Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,r_request_jump,0
Domain_23e6311fe77063dbb5f7b02f6e42efedefc0f0cce281a410b16083d8e368a471,Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,r_request_jump,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,IP_b46318563c7ba173038f2163ad4ab860d546996fc2401e666ba45fc506cbc6e4,r_dns_a,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7,r_cert,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,r_subdomain,1
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Domain_add5f0891cf7034731370d5eac5992d50b4e0b496382a6e8a177932f4839ec55,r_request_jump,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Whois_Name_43aeeb5e70546ff1f1c03b59b77d92501cfa8506b0cd7ab26ee611f38c7a0bf0,r_whois_name,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Whois_Email_9838b01e82b94d43a91d85006e302333bd3cffde49c6d492d1056ab3add43170,r_whois_email,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Whois_Phone_d62787de0eaf541a433fc0eb0d459f4d9c58533413693804a43b3ed900ec8080,r_whois_phone,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,r_dns_a,0
Domain_bc94e016c225db599b1c5604b2f8f08c1e930e3f2144d19dd0c350afdb0ee540,Domain_8fa3cca3afda01abc25100119653634f4f44a0f9eb97830c029510034a5a7638,r_cname,1
Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,IP_b46318563c7ba173038f2163ad4ab860d546996fc2401e666ba45fc506cbc6e4,r_dns_a,0
Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7,r_cert,0
Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,Whois_Name_43aeeb5e70546ff1f1c03b59b77d92501cfa8506b0cd7ab26ee611f38c7a0bf0,r_whois_name,0
Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,Whois_Email_9838b01e82b94d43a91d85006e302333bd3cffde49c6d492d1056ab3add43170,r_whois_email,0
Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,Whois_Phone_d62787de0eaf541a433fc0eb0d459f4d9c58533413693804a43b3ed900ec8080,r_whois_phone,0
Domain_add5f0891cf7034731370d5eac5992d50b4e0b496382a6e8a177932f4839ec55,Domain_45316c392d981f3c9ce01f34185414a2e390ff5355a868cfc2210288cb19b130,r_request_jump,0
IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,ASN_d23d7b6560877ae90a2432f9018aa316c12bbae758102e8c5ce07e0fa0772436,r_asn,0
IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,IP_CIDR_e8f53b462c701440f57f2bd8a65364793c1a74b2ef40c08b357f640146004316,r_cidr,0
Domain_8fa3cca3afda01abc25100119653634f4f44a0f9eb97830c029510034a5a7638,IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,r_dns_a,0
Domain_8fa3cca3afda01abc25100119653634f4f44a0f9eb97830c029510034a5a7638,Domain_7d16456aa501807353bd4e23c8a53d7088cf8923473ef383d46c31dc909c1d93,r_subdomain,1
Domain_8fa3cca3afda01abc25100119653634f4f44a0f9eb97830c029510034a5a7638,Whois_Name_ad09b2f169990a2015db44b113a2058affdb51ec937bc99e17df0aa21fbc5800,r_whois_name,1
Domain_8fa3cca3afda01abc25100119653634f4f44a0f9eb97830c029510034a5a7638,Whois_Email_2e5c791621466c0a6459cc6893db7a727940a30266b6b961378af5a7e86864eb,r_whois_email,0
Domain_103c0d45eaf191000dd0cb99e03d627b5ad453c4cede965c0794d4078f595c99,IP_af63fd3c2f820cffd70920f9437f50b2a9685dee333c5532a618c633ed29070a,r_dns_a,0
Domain_a69eec193251297913b21622d49e063fc3a8d592f03f71a00490aaa06783c8f7,IP_af63fd3c2f820cffd70920f9437f50b2a9685dee333c5532a618c633ed29070a,r_dns_a,0
Domain_d7b9b335c4b22e25bd9b7ec89330240a955234edaada5e2a9431c679034409fd,IP_af63fd3c2f820cffd70920f9437f50b2a9685dee333c5532a618c633ed29070a,r_dns_a,0
Domain_900eb5cff66679cb964165406ca6429a7d7340879db5b04b6b9869d60e57aaa6,IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,r_dns_a,0
Domain_900eb5cff66679cb964165406ca6429a7d7340879db5b04b6b9869d60e57aaa6,Whois_Name_ad09b2f169990a2015db44b113a2058affdb51ec937bc99e17df0aa21fbc5800,r_whois_name,0
Domain_900eb5cff66679cb964165406ca6429a7d7340879db5b04b6b9869d60e57aaa6,Whois_Email_2e5c791621466c0a6459cc6893db7a727940a30266b6b961378af5a7e86864eb,r_whois_email,0
Domain_e2fa53bbcdd6df4609455ee62984ea83df33422cd99d86410a65e6b3521f8abc,IP_3c803a4f17398a68988e369cf55d490d2866b2398fba1c8265c069f7a5a8ce2a,r_dns_a,0
