id,name,type,industry,isCenter
Cert_c01f10c61adcaa00ba6d4b85d30ec802bae76597915d7da4f8f094714ab0c597,c01f10c61a,Cert,[],0
Whois_Phone_d4e844046d099bbdd48536d0431618a45cde4f0c5593f027d8ceee11f8b9c211,+1.347xxxxx,Whois_Phone,[],0
Domain_6771c87f6c544cda26e89251e14928dd43339f9c229679db5bb9cdca34266fe3,6771c87f6c.com,Domain,['G'],0
Domain_fc3776422bd400b5bf961e2509378d7d01bb77423584a335eb75b1bb29e2d4d1,fc3776422b.com,Domain,[],0
ASN_d23d7b6560877ae90a2432f9018aa316c12bbae758102e8c5ce07e0fa0772436,AS_d23d7b6560,ASN,[],0
Domain_947a42f0dd44673ee3ad034db99f454772dd62e20955961650709198678e0727,947a42f0dd.com,Domain,['G'],0
Domain_1314565862211d5b64182429495c1823002d2c0aaa22a675b2321914676a1906,1314565862.com,Domain,[],0
Domain_5198e04060720abfd92a15aefeeec2c50b4de5b537ab9486673a14e901274585,5198e04060.com,Domain,['G'],0
Domain_b525032c0daa1293e4771103884b147a9d09242ecd86fe3815cca5c9e4e01dea,b525032c0d.com,Domain,['G'],0
Domain_17378de4e0f6cdb85896ce86ffaec2fdb869f11e5baa5fba5fe529272cce1358,17378de4e0.com,Domain,['G'],0
Domain_a6ef0295800b0639e6f2d74c63c6a21154be6ae9e829adacb06fe8dc6079ab1c,a6ef029580.com,Domain,[],0
Domain_612f07f75ccb5a71e2573918b8fe78692d04b5305050f16e605d03b1cf6bcd92,612f07f75c.com,Domain,[],0
Domain_fffe09f362a24aed871bb90dac0a7730d09ccc221606baafd2a8f09088502075,fffe09f362.com,Domain,['G'],0
Domain_a62237d209041358b7ced619d336269ee89e443555d1a8dfa2d4cf8caffd0d0c,a62237d209.com,Domain,['G'],0
Domain_ca6600bccbf1bb499bf143096f2f1045f1a057af51d804b2b4f6d56ca5786132,ca6600bccb.com,Domain,['G'],0
Domain_f8fe4f2d5b5b45c9862fcd8e8fb018c7ed3b04bbb58ed4e03eabab264d03f20b,f8fe4f2d5b.com,Domain,['G'],0
Domain_b79389a09583abf32e9ee59c6d58bde16ab9b755676f98a6f30f636d674698b4,b79389a095.com,Domain,[],0
Domain_63957ddd981b36e7ca274a79f8fef116b397d3f4cf43427d70ada654a9dec7e5,63957ddd98.com,Domain,[],0
IP_ae81fc66ea84ac987222b70d81246426456a990ff380b61d6cf3e6fe1780f2fb,47.242.xxx.xxx,IP,[],1
Cert_a26ee17c7347d1e9d5f1473bcb5b70435e9d86b19feae3cea8f295ff2c00a428,a26ee17c73,Cert,[],1
Domain_173d92dd10f1c993fe8126277029d3feb86e82198a5ca494577e3bb37c32bb9e,173d92dd10.com,Domain,[],0
Domain_765a43feef101d1a42d238823eb4f6256b2314b1fb1f5a55af2abf6daea3e372,765a43feef.com,Domain,[],0
Domain_0bcde49de6ed2e563b9bde8dda06db32017e23a18616f0328a270ce9d5df72f4,0bcde49de6.com,Domain,['G'],0
Domain_1091ed9b5e607de9e602c00818b4d4f37083f38c18b12535ade0c643b1c15a8b,1091ed9b5e.com,Domain,['G'],0
Domain_6a7307d331407c165f97c35064f5aab0c2cab7c309b7d0b15347b00279e38c48,6a7307d331.com,Domain,['G'],0
Domain_7790b0270800d871dce9f57e17acf5177c7c142bfad8f953767730f750c7d389,7790b02708.com,Domain,['G'],0
Domain_8b184efe2ea30f65813609522f4346b7d81809923e19df2eb917e038c2d78b8d,8b184efe2e.com,Domain,['G'],0
Domain_5211f0d71a885454c882b7033f6556aeb007e2ec4e5796fadb909a9f507fef05,5211f0d71a.com,Domain,['G'],0
Domain_3dc58a36ac337f0c69e399cb671983ad8307836b43f3ab2204257e3df517a03f,3dc58a36ac.com,Domain,['G'],0
Domain_057d2a4cb0655cdee94f697ac81cd37ac9622030dafa9c4533e9150e9a61f54c,057d2a4cb0.com,Domain,['G'],0
Domain_25127e6774414e309cf25de6eb49cb56c9fbacf201655b880ca3c575ffdf164a,25127e6774.com,Domain,['G'],0
Domain_6aa77a0f7bf7cd1ff9d3fde82b8b991bf8802d7367404895459b7bea6126fb95,6aa77a0f7b.com,Domain,['G'],0
Domain_ebb5f35c84d5a2e3cec3800f2f4bad7c2ea4993deafb94fd5390afe9a767e982,ebb5f35c84.com,Domain,['G'],0
Domain_bccde82639ab4b10738572c49922a5b3abcb83786353a2df21f4df95d92ea104,bccde82639.com,Domain,['G'],0
Domain_5def9b93db5ef58b7835beda933eab4686fc59742fb6e25a8cbf98d2e5cda954,5def9b93db.com,Domain,['G'],0
Domain_2e9c49bb580a432e926dd66dbd8c5e11ffd1027bcd6d663d5f0bde102afa2b48,2e9c49bb58.com,Domain,['G'],0
Domain_a3df5111378eff8e7e081d8b6ed75525e4d05540005ec6b7b42af9661e203b40,a3df511137.com,Domain,['G'],0
Domain_775f8fa8a1124284481a013100cdf984a4cbb9d11ecfb1a0c25137d2d198357f,775f8fa8a1.com,Domain,['G'],0
Domain_3e816e560eaa471184113e37b3b8235ded9e3389277f3da866c4f06955d728ae,3e816e560e.com,Domain,['G'],0
Domain_1b1fadb101386b2aa0f2e3ea11a138dcfa968e87d0a230e585b70c31c03d338c,1b1fadb101.com,Domain,['G'],0
Domain_d663c589750c283c3ff19f26eec9b0eeb0b862e05de3332346686f955d3c4179,d663c58975.com,Domain,['G'],0
Domain_4060b616f732135ceca0f9e7a00829f2946cecc5d4c8277fce092b468dccd0f7,4060b616f7.com,Domain,['G'],0
Domain_18f0471c222020905de2c17cd982362a15a9f07dff9630b26478973c780115a4,18f0471c22.com,Domain,['G'],0
Domain_d3e1c158e6a5593f2710e544fe083ae593b4a6d6d425e37ff25428d06d38f31c,d3e1c158e6.com,Domain,['G'],0
Domain_3a61b315356adab85a7642aacaa6ca8a636b41874f7b8e5faacbd210f6706d80,3a61b31535.com,Domain,['G'],0
Domain_010e2a34253981464bad6710ebd46f688c54e7ea2c740964b9b232e53a92792b,010e2a3425.com,Domain,['G'],0
Domain_5fc911155367b07cc75a6ee342cd1d76fc5cb713325d06258082b31d4c71e57d,5fc9111553.com,Domain,['G'],0
Domain_f0e4b4abd19852edd97406ff7690ed12816241c499880f65e77d0c885373cef4,f0e4b4abd1.com,Domain,['G'],0
Domain_c11dee320c6e03f1b6c7b81175ee70199e0e2795cd4496def3f82630eecb386a,c11dee320c.com,Domain,['G'],0
Domain_e0bdae9d0f979d798245b2c3d3f496fd86c363c54d89721884f3e7e3fc871e65,e0bdae9d0f.com,Domain,['G'],0
Domain_35447296f5db12f8cba864d7c25d8d8d84ba2151957d473d22a1eb9ffc4925b9,35447296f5.com,Domain,['G'],0
Domain_12612c6ba61cc7a4810396d5740b9678e74a5e43e346e7d3803712896fb77766,12612c6ba6.com,Domain,['G'],0
Domain_e0aa72d65a904d102cae64cff1b60189354b6cab858e662fc509c2dd43800cf7,e0aa72d65a.com,Domain,['G'],0
Domain_ab74e1d07eb6ff53d6f403e9a04347460d43c6f5d7c3d905dbcc6e6f688d318c,ab74e1d07e.com,Domain,['G'],0
Domain_9a01a441681b3a5a67f1b145791b6bcf56017e9d7a9d511e49059e03b225a3db,9a01a44168.com,Domain,['G'],0
Domain_07df61b8ade8c5eb38650f76da1360499882a2a657ce15a94d547385f715a06d,07df61b8ad.com,Domain,['G'],0
Domain_74794aba456a2d3c7f4fc76fb8ee43d805e30ebc2e7cffb42273062cb983fb21,74794aba45.com,Domain,['G'],0
Domain_bcf9bf403031f678036130e3c3255c714b52c22ee1f093cd200d2d3be3729ae4,bcf9bf4030.com,Domain,['G'],0
Domain_642b982ad91bc7bc325ccb9f39d305d0eca506ed7a5738551f02d10787bd5f72,642b982ad9.com,Domain,['G'],0
Domain_a177ea9533809558e010d44d4bf22d43199a572b8adcfe95d369b96aca4d0ac5,a177ea9533.com,Domain,['G'],0
Domain_bd43eb0822a2e8ac16bea56d68f255d8060c12b6b94bf42688b98c6d89460c72,bd43eb0822.com,Domain,['G'],0
Domain_4ba4d24dae5fe3277ac33562ba924f986f6cbf1893a0cb20d3b9022e2fa62c8c,4ba4d24dae.com,Domain,['G'],0
Domain_19b307473fa74ecd4ee2339aa9e4a9b76afc5066735bc17bbd6977f3149ec975,19b307473f.com,Domain,['G'],0
Domain_52df085541e5240cdf45eaee6ce7eed07a3b62010ca7f7721ed5651747a3dd7f,52df085541.com,Domain,['G'],0
Domain_92b3ed41baaa795cd7f30bb684bb79cfaaa75dc7842634071bc73531afe90059,92b3ed41ba.com,Domain,['G'],0
