id,name,type,industry,isCenter
IP_e96972c4156cd78a15edf7dcb5337c42431d2942ec1ea1e129c3310a695df0ec,164.155.xxx.xxx,IP,[],0
IP_ad3dc0f33b17ab078a699a1d4da174b1c04aa05de2a1f86cdf8201ea5a61df06,103.231.xxx.xxx,IP,[],0
IP_48c5d40dbf20b05bca7ff297c234ccfcb17921b7d4e98258f3f52af60952bdb2,103.231.xxx.xxx,IP,[],0
IP_af905a1abc4e483ba0fe32ef2e5cd88d1d45ccf6a2dd11039d2a2f909426b60e,23.249.xxx.xxx,IP,[],0
IP_f76ce4a42be8d324be8eb98412ca98836d491fd893cef4e4ed917e6751af3a58,23.249.xxx.xxx,IP,[],0
Domain_609e82d85112df1dcfcf89fcb3884be9dd70ee6b9fb954361d3b4b2e8720d3c2,609e82d851.com,Domain,['B'],0
IP_39556403ae78c680d562e85f114f3aca7130a0c073f414ed4e45a0928e2d942b,43.132.xxx.xxx,IP,[],0
Domain_dd881687c5001e7c8af1d9ee76844dd1cdc369c2537979e8210d20fcea2ec00a,dd881687c5.com,Domain,[],0
Domain_93a096e01f1970a880c4aa213742572e97b08a3e41bcfda3be6eaa5b385e5a78,93a096e01f.com,Domain,[],0
Domain_71f91888b89a85bcc2bf93c49b51acb50efa1464d547048e6d2c73168a0710e9,71f91888b8.com,Domain,[],0
Domain_71a789b0848442be0f13b3f6ec1891b3a3dd81ff93cf85571bdab434170af2ce,71a789b084.com,Domain,[],0
Domain_53882244d28eda4e7541f7caf65b05b1aceb15a335fbb63cef153bc10657491d,53882244d2.com,Domain,[],0
Domain_f0ff9218d4b8ffc524635736ca3e5302b46a5be21ca0e2ff48d9ab5cfa2b66ec,f0ff9218d4.com,Domain,[],0
Domain_47319bfb98c320856c783ef3bb920d24d6179e6b0b65e994a5540a0b8fcf33f9,47319bfb98.com,Domain,[],0
IP_9f4ef1d0e8cc2c2c24dbcfa3297da47d145088c6d7076780e0168c4850ce0084,164.155.xxx.xxx,IP,[],0
IP_477cd3246610403b1d64e9b11c7dca3cb7ba9ea801b73078f6fbc181e9e0f63f,164.155.xxx.xxx,IP,[],0
IP_7a12720aba98f6d75d4f8370a4912545d9cd7e4d44a88b132008dff84f9ddffc,164.155.xxx.xxx,IP,[],0
IP_86289cfa854eb9ed0d8713c9d52ce277dfeab9b3c7b0c120f3698ca8c327f557,164.155.xxx.xxx,IP,[],0
IP_c32ab9278ef9909b755fc6365c4a9abaecc26dbc2ae95091565133bcf1ac1fd3,164.155.xxx.xxx,IP,[],0
IP_ed230de9f3ee21ac81afabd01edbb576e9fc8eb0cd56ccfa5f835a241275ecb5,164.155.xxx.xxx,IP,[],0
IP_bf31fc47d614b542dc491be4eaa26891a415223bae05183118850dc37d1a09d5,164.155.xxx.xxx,IP,[],0
IP_9075a46e39753863d58b04d9f6b7cce94873f9f21ec008a09d21b5d4e069fe1a,164.155.xxx.xxx,IP,[],0
IP_175af15aa8b62d3dff2cc97516147234dce7220583539e6bef740d17c95ab8d2,164.155.xxx.xxx,IP,[],0
IP_63aca818b008da4e305fd262535300ec64a7c9bbce65f5a566bf4c43d65eb010,164.155.xxx.xxx,IP,[],0
IP_e4d31967cf184482a5f178ac9e98bbea3b6da6cafbf249835d70c77288e7ec97,164.155.xxx.xxx,IP,[],0
IP_47eb90e5d529fa3e2311205c0b061f451cee4a4410a6495c90eb012a753398ca,164.155.xxx.xxx,IP,[],0
IP_290fd65fac28621f523b9f2cc4a5dafac1b774d88121b262aa90c04e9795f194,164.155.xxx.xxx,IP,[],0
IP_4accc348d4028bd5a59a94f81284b247ef7cd59697efc8e441c97c07d2c8948f,164.155.xxx.xxx,IP,[],0
IP_b9e1cbfb752ba8f19276860543faf681c6f5acdc81c0bbf6138e4f7161bc041f,164.155.xxx.xxx,IP,[],0
IP_1b5efef739eeb8ca34d1b7aac43fcff70cb6d1ca404c4f85632f57e32303c66a,164.155.xxx.xxx,IP,[],0
IP_a2140232f21f5f1784f3281d7a46030651e66e63f0f7342283c206fd1c2eaa5b,164.155.xxx.xxx,IP,[],0
IP_727369792599acfe274ac35713aa1c3ebf21ae014b08825ad181ac126d1bcb1b,164.155.xxx.xxx,IP,[],0
IP_b609b352de2593ba4e61f900150fdea159454b080d1902f1b102bd9bbc175634,164.155.xxx.xxx,IP,[],0
IP_e50d396351f0043a10e73c2d8c29d73f0e3037bc93d71f21d74cb98bd010814a,164.155.xxx.xxx,IP,[],0
IP_5ee34f008179b41b371fa4906bf7c1b01d6cc5fc7c44ec576ca43da481c058e7,164.155.xxx.xxx,IP,[],0
IP_6d80632c6ec33f958ffd99a4efca49eee4df74d507d415952f38d169ac27438b,164.155.xxx.xxx,IP,[],0
