source,target,relation,isKeyline
Domain_149bebae336db20900cd0be3f423b1744f0757ba2456d6ab4b985099364ffb73,Domain_3c12294d75e586455f55489ef861e8973795e98c93e0b1fdf768305551fa21d6,r_subdomain,0
Domain_149bebae336db20900cd0be3f423b1744f0757ba2456d6ab4b985099364ffb73,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_149bebae336db20900cd0be3f423b1744f0757ba2456d6ab4b985099364ffb73,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_149bebae336db20900cd0be3f423b1744f0757ba2456d6ab4b985099364ffb73,Whois_Phone_4939081cd8c3df7854212ca0855ddcf12a4a1ae4b7eba4c6dbdae8ae2507a03b,r_whois_phone,0
Domain_3c12294d75e586455f55489ef861e8973795e98c93e0b1fdf768305551fa21d6,Domain_149bebae336db20900cd0be3f423b1744f0757ba2456d6ab4b985099364ffb73,r_subdomain,0
Domain_3c12294d75e586455f55489ef861e8973795e98c93e0b1fdf768305551fa21d6,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_3c12294d75e586455f55489ef861e8973795e98c93e0b1fdf768305551fa21d6,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_3c12294d75e586455f55489ef861e8973795e98c93e0b1fdf768305551fa21d6,Whois_Phone_4939081cd8c3df7854212ca0855ddcf12a4a1ae4b7eba4c6dbdae8ae2507a03b,r_whois_phone,0
Domain_a539617517a02aeb8ed1c2b4ef58dbc20a54fe7cb0bb34e6477139714f3864e0,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_a539617517a02aeb8ed1c2b4ef58dbc20a54fe7cb0bb34e6477139714f3864e0,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_a539617517a02aeb8ed1c2b4ef58dbc20a54fe7cb0bb34e6477139714f3864e0,Domain_c26bd9ca0153ec87a4cf85851a244802ee7a535da82e72eefcf5f91d9a2572c2,r_subdomain,0
Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_59a42dd617a7e00e80c2caeb2c70c2bfd077968525b74348bffd81c6d8149eb5,Domain_30bb11eee1161e0518042349fbb1dfcf050580c38f2b2bddbc2bf64c2c473948,r_subdomain,0
Domain_80ec694825bf3a5eaa7e96b50a347862048ab23bbc4f9fb5babb6089c7f12318,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_80ec694825bf3a5eaa7e96b50a347862048ab23bbc4f9fb5babb6089c7f12318,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_80ec694825bf3a5eaa7e96b50a347862048ab23bbc4f9fb5babb6089c7f12318,Domain_0924bad07d9dfa3dbd6bb2c3ef7f801aa3e2f6c90c89aa8aac98c3c6bfcfaae9,r_subdomain,0
Domain_0395700fdbf0d8da2b2c78d37b7778e37dbf3963ec16bbe980fed01f63af9415,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
Domain_0395700fdbf0d8da2b2c78d37b7778e37dbf3963ec16bbe980fed01f63af9415,Whois_Email_2e7c374df8dfbeb2a499b2686e7a448539e49a3ea9bd97ece8de39d1f1a45856,r_whois_email,1
Domain_0395700fdbf0d8da2b2c78d37b7778e37dbf3963ec16bbe980fed01f63af9415,Domain_d7d5655cc0b14ed7a875fc15fcbb5a8ce3a9499c85f84e1a2a252a09172e2dbb,r_subdomain,0
Domain_447ab966314fae3a05ecec40dc5a6f9972a63862bcb8792c5a8c97af741a5802,Whois_Name_af9c8790603b2045d997ea7062e2fd93c931560ae48932b95f20085663878464,r_whois_name,1
