source,target,relation,isKeyline
Domain_34a6231f101fdfa2b051beaa4b94d463fe5f9f42b7789bbe60f6fd4c292ee7ac,Domain_5052db3f33d5337ab631025f7d5de3c5ac559edb2c40deda5530c0051f39b1e2,r_subdomain,0
Domain_34a6231f101fdfa2b051beaa4b94d463fe5f9f42b7789bbe60f6fd4c292ee7ac,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_34a6231f101fdfa2b051beaa4b94d463fe5f9f42b7789bbe60f6fd4c292ee7ac,Cert_9ace6aae20e3ac6d9ebfae8938b91112460b27ad204cf11f1301f154c5d309a4,r_cert,0
Domain_5052db3f33d5337ab631025f7d5de3c5ac559edb2c40deda5530c0051f39b1e2,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_5052db3f33d5337ab631025f7d5de3c5ac559edb2c40deda5530c0051f39b1e2,Cert_9ace6aae20e3ac6d9ebfae8938b91112460b27ad204cf11f1301f154c5d309a4,r_cert,0
IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,ASN_3bc5b0706c3df8182f7784cafa0bd864c4a6d432266863609f1f5c22c47fa04b,r_asn,0
IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,IP_CIDR_6399042623e54e0439705fde4e655b85e0beef20bc18e9eea628bbe6278f71f8,r_cidr,0
Cert_9ace6aae20e3ac6d9ebfae8938b91112460b27ad204cf11f1301f154c5d309a4,Cert_a91593a45b6eceaae2a0478cc243543184d325720bc3f19f91982450b6af57e2,r_cert_chain,0
Domain_32b4d5d93789d5436fe729499c7b4d311742797f406a045c55cd3f7f58c6464a,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_32b4d5d93789d5436fe729499c7b4d311742797f406a045c55cd3f7f58c6464a,Domain_70d6d09e0e5ab16df4420cd6ff62b1704e2ea516e0aaab1fd269e43a934fee74,r_subdomain,0
Domain_32b4d5d93789d5436fe729499c7b4d311742797f406a045c55cd3f7f58c6464a,Cert_9032204fc475b809ea02a4ffc7e682660892d9e9d23b7b1777d0b4f0e9a0a656,r_cert,0
Domain_32b4d5d93789d5436fe729499c7b4d311742797f406a045c55cd3f7f58c6464a,IP_a46e4e86bef5d68f39e91e6b803c668990b6d5d75ef00a06bf90fdfca427d48e,r_dns_a,0
Domain_70d6d09e0e5ab16df4420cd6ff62b1704e2ea516e0aaab1fd269e43a934fee74,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_70d6d09e0e5ab16df4420cd6ff62b1704e2ea516e0aaab1fd269e43a934fee74,Domain_32b4d5d93789d5436fe729499c7b4d311742797f406a045c55cd3f7f58c6464a,r_subdomain,0
Domain_70d6d09e0e5ab16df4420cd6ff62b1704e2ea516e0aaab1fd269e43a934fee74,Cert_9032204fc475b809ea02a4ffc7e682660892d9e9d23b7b1777d0b4f0e9a0a656,r_cert,0
Domain_70d6d09e0e5ab16df4420cd6ff62b1704e2ea516e0aaab1fd269e43a934fee74,IP_a46e4e86bef5d68f39e91e6b803c668990b6d5d75ef00a06bf90fdfca427d48e,r_dns_a,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,Cert_9ace6aae20e3ac6d9ebfae8938b91112460b27ad204cf11f1301f154c5d309a4,r_cert,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,Domain_aa63f2ee01dd38d4ca451e6fa4ce08c67b5d52a64cf291969e6be7c48b6f9edd,r_subdomain,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,IP_7f8392f3c34ce8ad1c7fefb44b43b221218679f9ebf77d557cf86dcd7b4e57ca,r_dns_a,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,Domain_b3a46427303520b08e42220b149cdb3686da463ea92303ca273ddf6bd777b4be,r_subdomain,0
Domain_d3d0abc4c07c370e8c7413efd154a05a602e5e209ae942850345b2ac56fddbcc,Cert_859224f9f47db3556bf7e218e8bd7d73fd11318162f85d0278b3f86c7631fec5,r_cert,0
Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,r_subdomain,0
Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,Cert_9032204fc475b809ea02a4ffc7e682660892d9e9d23b7b1777d0b4f0e9a0a656,r_cert,0
Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7,r_cert,0
Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,IP_98cf6c58c5f999a6cd977e8e2b7706464b033fc7695b775ad856440f8ee9cbec,r_dns_a,0
Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,IP_37f7ed5739b43757ff23c712ae4d60d16615c59c0818bf5f2c91514c9c695845,r_dns_a,0
Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,Domain_e970e2e4ae6537c1e115622d09bb056db4e3de916e711902ed353e7c2b5a8923,r_subdomain,0
Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,Cert_9032204fc475b809ea02a4ffc7e682660892d9e9d23b7b1777d0b4f0e9a0a656,r_cert,0
Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7,r_cert,0
Domain_2d3bbcec29453b6f56fb85ea28e8e5ea5fc5f5562e0f896b6b52b113a6cc1e44,IP_98cf6c58c5f999a6cd977e8e2b7706464b033fc7695b775ad856440f8ee9cbec,r_dns_a,0
