id,name,type,industry,isCenter
ASN_3ad52704428e21e02fb8698f3fb9e1a97aaff0d39a35787a4694f03f80179463,AS_3ad5270442,ASN,[],0
Domain_40638962ac67413a266587a8e7f9d697bd8f751e84705d42791fa4239dea8fe5,40638962ac.com,Domain,[],1
Domain_dbe023ebf22376e4c66d5ccf9b7aebe41a9409d73fabed449707dc9b97dd3011,dbe023ebf2.com,Domain,"['A', 'B']",0
Domain_3fcc9743f6191db36a3cee65673c4b425ab10879ddb7053680b486e3a273ecc5,3fcc9743f6.com,Domain,"['A', 'B']",0
Domain_785ecf1c9006c9bf3044b637462fa2f37cfed87d60745327f5fce2ef5fd98e5e,785ecf1c90.com,Domain,[],0
Domain_e324ecc6d0f2b46a061bab92b3dd4bed5309313021ab6374a60445a546f24a19,e324ecc6d0.com,Domain,[],0
Domain_ab585740e8757187df4b40ec8a73188bffaabf22dfc5d50af82b06f8a4e76ac9,ab585740e8.com,Domain,[],0
Domain_d2f58b2e0281c85a2dfec2e69ca51d73ec3e186ab20d95e6abea79ba460d2e66,d2f58b2e02.com,Domain,[],0
Domain_785018f9544f2286a299dae5e6ae3bcc01c1787a0e6c56ec5ea8df9bb1e672b0,785018f954.com,Domain,[],0
Domain_c8e957e58ce9560d2ab2e9a1b1657652a51f85145f36f4e07e2009589af19c0c,c8e957e58c.com,Domain,[],0
Domain_a4f004696c9f63c7ede1a54a3865e8e381e825fcdc2b62b37ec414d4fc5adc21,a4f004696c.com,Domain,[],0
Domain_5708fbb5a61e02de110cccdf583137a0b544d5a496fd29a42b7d34cd56db4681,5708fbb5a6.com,Domain,[],0
Domain_427e84b16fd8a648965433b46441d2fe9279412c47f89b9e39f7b158a9329487,427e84b16f.com,Domain,"['A', 'B']",0
Domain_181a3d69f00fb99c6149fc48a54b66d46b4c392b526eb47cea5762b1352bbba5,181a3d69f0.com,Domain,[],0
Domain_f6efd4455262f67023045f3de7fa68875d0685611508f13829c82d7cacc2fb81,f6efd44552.com,Domain,"['A', 'B']",0
Domain_023bb707a268ec615570fd6cb470e3f19b7318d9236123d16443136ce0e8493c,023bb707a2.com,Domain,[],0
Domain_54ded2534efdd4320ff7116eb5c90f7fce379ddfce55801fad41bd95f4cefca1,54ded2534e.com,Domain,[],0
Domain_7fb2d907c47e7aae6f779b656e404b44b7fb9fa7729d8f16935d6a1afd600c76,7fb2d907c4.com,Domain,"['A', 'B']",0
Domain_b5dcd989032f8855f001a244286663ddf67416ba3c198c8b24cd53fd69d33a74,b5dcd98903.com,Domain,[],0
Domain_10713afa6bcc0b3f06919b9c1aff2479b1a3b593bd58b28a3e11523f16176a83,10713afa6b.com,Domain,[],0
Domain_aeabecbfa0ae4dc93feda40b1887d555bc4a1009285c1a261f1a3b5228868416,aeabecbfa0.com,Domain,"['A', 'B']",0
Domain_ab284528262c2fcadcf2e50bbc639f22d2c7fab3b3183ba2c774e98997f72adf,ab28452826.com,Domain,[],0
Domain_a26f985b501c1517e7b6c89cab6eddfcd4bdf3d3794354170bf74a12de424bb1,a26f985b50.com,Domain,[],0
Domain_1a27e2baeb49a3f9daade41ff0d7641e6490ca8a7efd022a7ddc90eacd71817b,1a27e2baeb.com,Domain,[],0
Domain_c86d8a8c4ab725946697c321aad6685c573d6a0421486e67c4be9752dade10c2,c86d8a8c4a.com,Domain,[],0
Domain_4f06a2be7c1d77689a035d0abb6880b95559060dec7e7e0daf65da8a07e4d903,4f06a2be7c.com,Domain,[],0
Domain_497d85ce205afd29b49b50238b9ecd5681c724b30f9e25f0b3ff83165b92a459,497d85ce20.com,Domain,"['A', 'B']",0
Domain_83a917546beb7fbca0703e3ead39b0f14d1c5e56fcc90a4d2766c6b90952db78,83a917546b.com,Domain,[],0
Domain_3424a969b4ab6ced40d8a8f9f9a03b8b321e00a85e01e30263b75314bac5bce0,3424a969b4.com,Domain,"['A', 'B']",0
Domain_6ea3cc06f77328d320882970b5c366b24a45d60dbd2212a5c1131c4de6fe6b67,6ea3cc06f7.com,Domain,[],0
Domain_bf3032338d4e0e0c7d5294da85b6688bb96903b62b910fa9e3f348b297f1add3,bf3032338d.com,Domain,[],0
Domain_6a4789ec61083935c74225b878f9fd21128b5c24e43b3146be8f112c9f0ebbc4,6a4789ec61.com,Domain,"['A', 'B']",0
Domain_75e534f42334f5fe0fc581f11ade4c2e8e09d01751e633af1812ea53791ea76e,75e534f423.com,Domain,[],0
Domain_e936c0d79f4d8b3ced9d21aae5c9d13ddcfa9cf84766bbadd4726d140677fd1e,e936c0d79f.com,Domain,[],0
Domain_4af7e167080603176ae97307701f6c0506483e45ba571399b9c0f2172e81a7f7,4af7e16708.com,Domain,[],0
Domain_30423a38407cfcd125a8a4578b98fc0ac38de059b105fa9613d04c65b472f028,30423a3840.com,Domain,[],0
Domain_89f2a76383a6b2ea87f136c6b8ce69865e52d062f0630459a376452964b8cbf5,89f2a76383.com,Domain,[],0
Domain_ad0a148cf5bc994e24858275cffc9cab5df7666c426aa450b861f9980928119c,ad0a148cf5.com,Domain,"['A', 'B']",0
Domain_b3b22303d3571506626186f5f29bfc65663145b4aa6b79fdc68b8db117a90e8a,b3b22303d3.com,Domain,[],0
Domain_1d3572175ab7354e6a06003653b5db1ef882593644c51c0da4fdc8ebf542714c,1d3572175a.com,Domain,[],0
Domain_0866662742075e8aea3b6cc0970abf73abe96513a7e5526e68835114dac52ac7,0866662742.com,Domain,[],0
Domain_213e73a5a5ee756f550b08a46a06ba472643a0a20b2fed6c9849bdf829afca37,213e73a5a5.com,Domain,[],0
Domain_a41aa1cac5b47caf9d07a0849f25cb4655e772875fe58b1aec018cace010cf9d,a41aa1cac5.com,Domain,[],0
Domain_4bd08e0f0c2234cda439b18f041cd561030c96df61c79199fcbad644e462b09a,4bd08e0f0c.com,Domain,[],0
Domain_afeec6f3937a557551035bdf129d9caa3c87a1764f8be57b2f91051db3183731,afeec6f393.com,Domain,[],0
Domain_ea7262a04df729db5863b6073c14270fe572373959c38b8cb7f76efe117d3366,ea7262a04d.com,Domain,[],0
Domain_9446c1b624665ef906b1c06ba272767ccce18b454a1cd161ed1b6a09ff51f538,9446c1b624.com,Domain,[],0
Domain_a8ed73961a2bcb8fdd1a9e12090df1ab5f2b47cd4c7e87b879827d8ed407790d,a8ed73961a.com,Domain,[],0
Domain_a764e0504e692c2735547f266b3174628ac24237d88973b32beaf98cafcb5e31,a764e0504e.com,Domain,"['A', 'B']",0
Domain_a44ff765654f750e1358eb79b5470409521345ca8b4b05acb2a5dc0083fc977b,a44ff76565.com,Domain,[],0
Domain_7c063d1bccc6c7b539578a470fa53717672d1137a566fc44edba4b2333d1fe37,7c063d1bcc.com,Domain,[],0
Domain_d1ef7979d927085aa3e7bf01bdefa99debb146d69f4088b87e9dafb5ffb06c04,d1ef7979d9.com,Domain,"['A', 'B']",0
Domain_4634cff0202c1c8eff686b97dbd88d70bbe49289deb47cef2ac5cbc517b2a597,4634cff020.com,Domain,[],0
Domain_d3e9a3545c313c6e4dfc2df251523a5eaa2c960f356e88068e12920efc2e8464,d3e9a3545c.com,Domain,"['A', 'B']",0
Domain_d7d4db03313131feac58481e34ae396aa0fc471aaff60289718a82074186cb31,d7d4db0331.com,Domain,[],0
Domain_d275a1bcad496f2c90859282eeb7c2fddaec66a21f76178fbfbf648d93210a90,d275a1bcad.com,Domain,"['A', 'B']",0
Domain_71bf011c9a0a9350c8b2ff04190d4bb0f73dfbb6d85978514722c76856abebae,71bf011c9a.com,Domain,[],0
Domain_a6395e3705f7cfe7554c4ba9fe80c07310fe03c26333343c03799545b0c57939,a6395e3705.com,Domain,[],0
Domain_98abac19db333f8f0e486ac3bb2876de7209b563b852ca07aabd1860e48cf983,98abac19db.com,Domain,[],0
Domain_569d9e1e7fc2903f3d822a4ed16a9fb0c74cdf609f1ee279dc2f0ed64bd42023,569d9e1e7f.com,Domain,[],0
Domain_1ab5beefeb697c3ea8c28e5ce00d8904e173690ee955df301e82aa5913d316d3,1ab5beefeb.com,Domain,[],0
Domain_5adf80197a24565274e495ffd5cb1e7c38aa9c6e6c4b1c104d56531bfe222b5c,5adf80197a.com,Domain,"['A', 'B']",0
Domain_61330a2997341d871e9a871c5d3aa1b3eac1c4f1be2aa23128b3754d85cc3ea1,61330a2997.com,Domain,[],0
Domain_62f7ce32713d4c9434d3fb0d2f877c19e4d7de934b3f9fa1dc5b5479142da40c,62f7ce3271.com,Domain,"['A', 'B']",0
Domain_0a19509aa47cc58e0fe31ff113056309192fe653d44f3234e2fe7db5bb03ea10,0a19509aa4.com,Domain,[],0
Domain_8376ec1996c7006cf36db8ffd57573c09884a2153fb456df69c216c868645aa4,8376ec1996.com,Domain,[],0
Domain_46c5dc0b77d5ae941a7b053526e1b398c6c43c1e7478dd052c9abc3ad222db15,46c5dc0b77.com,Domain,"['A', 'B']",0
Domain_020837680ea6818c5f0da3208ed1d906249adb0eb3b4f04591cd7d985ca2083b,020837680e.com,Domain,"['A', 'B']",0
Whois_Name_8138d78cf77404031b2ee54f1622f5af7f40e9e51829c41f8fefee42cb650172,cxxxxxn,Whois_Name,[],0
Whois_Name_f52bade5450fa6783f3808a52c12a572786a9f393e2a0a0649da7455500a8790,lxxxxxn,Whois_Name,[],0
Whois_Name_2dfa0ed03d5171aca8dd0b49c5e280c80a099eaee956f9fbc499b8a04969b1a4,+86.xxxxx7620,Whois_Name,[],0
Whois_Name_6540113d17d5e231fa00c6950694d6f70ca24d8e636420c48efc88e261837bdf,guanxxxxx8hao,Whois_Name,[],0
Whois_Name_1d692cb5d6e6a32ea7086fc3cf741456a9841a4ed793bf30bbcd24030c342f48,guangxxxxxgdong,Whois_Name,[],0
Whois_Name_01111acc9f8e83ed9cd066c1d0fbf8cf7e098bba5f745f3d4f1c3a02e435ac41,xian sxxxxx63.com,Whois_Name,[],0
Domain_b6ffd0575301300c61bed0cf0aac09f0d5d8ba6ca35d72864162e9f68c1f4453,b6ffd05753.com,Domain,[],0
IP_0ad8a81d4ef3cf0fcce0b6c27e8e0fc6da7dfdbeaa0ef6a9c0de317d6ef08e6a,103.50.xxx.xxx,IP,[],1
Domain_75213f3ffa988b2b524a633048e6617513f0427f394b5fecff09c06ac24b9278,75213f3ffa.com,Domain,"['A', 'B']",0
