id,name,type,industry,isCenter
IP_CIDR_5ca2aa26f57326f69828521fda73efdb548e9d498d9f3c06ddba55b004a5708a,45.197.xxx.0/24,IP_C,[],0
ASN_a86c15455bcb9b7967833d13f513d8b030183a92137f02f26f9a0d6415521224,AS_a86c15455b,ASN,[],0
IP_6a3acd21708c147319a900615bd420e791cd5f466315f9bdbc8e702cc0c6d4fa,45.197.xxx.xxx,IP,[],0
Domain_ac8de395fcde3804db239ed89788ad6e5fbd872abdde1035f242008c3908a1ce,ac8de395fc.com,Domain,['B'],0
Domain_8181beaac467e3c6cfed369e2a5150fda9ee491b466bdf1bdedd1b5a1763fea1,8181beaac4.com,Domain,[],0
Domain_7a20c7f30d433c4908823e841f8f57d2e03dd42bcfb764b83750bcb11aca7093,7a20c7f30d.com,Domain,[],0
Domain_cb5d67c70ca8c210497cffd1d32288df7e8030578170e8570eac3cc318f1a61d,cb5d67c70c.com,Domain,['B'],0
Domain_8314ef247f74baf6943ad3bdeecd2cfcdf47a307e8f010648039195dfa5dcc4b,8314ef247f.com,Domain,['B'],0
Domain_79d56107ec1353f5b39bd465b775ea75d41a21103c05920349a92e8fd0fb6899,79d56107ec.com,Domain,['B'],0
Domain_00c36c0ce9728bccc3276ddc4731caafd21895dea739d9995db380265675eb8e,00c36c0ce9.com,Domain,[],0
Domain_77f6a8b4f6c2db087d371bb4513d3a6fb3f1868d39775f96306adabaa606378b,77f6a8b4f6.com,Domain,[],0
Domain_fbba32a27091034ad01bfb63aaf3d44ea3c792f438c8ac1d9a8709e7e6181d71,fbba32a270.com,Domain,['B'],0
Domain_04e1c38671f808b7673c0540fa94e56e5b69ccb643c7eb009dcdd1ae06b6b131,04e1c38671.com,Domain,['B'],0
Domain_c01de4deeaad49b3f4784e8d5d8174f2e3ca7b857cf1dba8b0df8dbe1c17051a,c01de4deea.com,Domain,[],0
Domain_39204f37a807d7866ac5a56cda49fdfce8b016331ea08f7237fa994dc712e4b8,39204f37a8.com,Domain,['B'],0
Domain_46a9f56f68a815885f724251bd00498b0859881ff53f7716eb07288592c75100,46a9f56f68.com,Domain,['B'],0
Domain_37b720e991050a71107ffa84d35809ea38cdd41c511924866b92eaa6725bfbf8,37b720e991.com,Domain,['B'],0
Domain_e578f99318043bd029d7b31f40be88706a8940ceca6a3b48efabf881a80ad63c,e578f99318.com,Domain,['B'],0
Domain_40775c66dc787a959706adebd474fccbdb22ed886cee4f299bb40f3a78c4938d,40775c66dc.com,Domain,['B'],0
Domain_bf63e031bf910796559a096f846f7249741783c02f29968ce7eb548d89ddb3c6,bf63e031bf.com,Domain,[],0
Domain_1fe68f81dfb4e0395842a944e81016f0d92e833fdf9dac425855140211f3921c,1fe68f81df.com,Domain,[],0
Domain_745f90e23306271e0caa717dd8f1502f58025ddda3d82033ba5bfee6981567c5,745f90e233.com,Domain,['B'],0
Domain_0e800cc236ddedee0165f17462a3c188cafdb0235736624f960ab1fda9e27de2,0e800cc236.com,Domain,['B'],0
Domain_aed9092d5a903725a3a770060551f77baeed23f7b3f60a195fd263aa4b1683f1,aed9092d5a.com,Domain,['B'],0
Domain_b3356ebc2c4bed72510fd7b0ac26263ad0694f407c62790eba6267d4ba4f9a70,b3356ebc2c.com,Domain,['B'],0
Domain_2d42a4cae92fc342599851995a01bd5b7707f7fce5ecd6688e6575e487cd1900,2d42a4cae9.com,Domain,['B'],0
